Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1987,10,10,6,807,800,905,907,PS,1519,NA,58,67,NA,-2,7,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1646,1600,1755,1708,PS,1522,NA,69,68,NA,47,46,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1729,1724,1838,1830,PS,1530,NA,69,66,NA,8,5,SCK,LAX,315,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,659,653,805,757,PS,1543,NA,66,64,NA,8,6,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1017,1010,1142,1117,PS,1551,NA,85,67,NA,25,7,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,745,745,911,903,PS,1554,NA,86,78,NA,8,0,SFO,SAN,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1413,1340,1607,1525,PS,1555,NA,114,105,NA,42,33,PHX,SFO,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1427,1340,1616,1525,PS,1555,NA,109,105,NA,51,47,PHX,SFO,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1300,1300,1414,1416,PS,1560,NA,74,76,NA,-2,0,SMF,SAN,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1344,1343,1452,1447,PS,1561,NA,68,64,NA,5,1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1229,1230,1327,1318,PS,1561,NA,58,48,NA,9,-1,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1946,1946,2034,2034,PS,1564,NA,48,48,NA,0,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1523,1500,1618,1555,PS,1568,NA,55,55,NA,23,23,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1611,1610,1701,1658,PS,1569,NA,50,48,NA,3,1,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,941,930,1034,1021,PS,1573,NA,53,51,NA,13,11,LAS,SAN,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,2005,2006,2112,2100,PS,1576,NA,67,54,NA,12,-1,SAN,LAS,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1634,1630,1753,1747,PS,1577,NA,79,77,NA,6,4,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1506,1507,1637,1626,PS,1588,NA,91,79,NA,11,-1,SMF,SAN,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1329,1331,1459,1450,PS,1592,NA,90,79,NA,9,-2,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,953,955,1103,1105,PS,1603,NA,70,70,NA,-2,-2,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,819,820,935,930,PS,1614,NA,76,70,NA,5,-1,SJC,SNA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1935,1930,2053,2040,PS,1620,NA,78,70,NA,13,5,SJC,SNA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1930,1930,2047,2040,PS,1620,NA,77,70,NA,7,0,SJC,SNA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,2008,2000,2118,2111,PS,1630,NA,70,71,NA,7,8,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1744,1745,1847,1840,PS,1650,NA,63,55,NA,7,-1,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,2128,2040,2230,2145,PS,1658,NA,62,65,NA,45,48,RNO,BUR,374,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1009,1010,1100,1105,PS,1670,NA,51,55,NA,-5,-1,SAN,LAS,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1009,1010,1108,1105,PS,1670,NA,59,55,NA,3,-1,SAN,LAS,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,831,832,941,941,PS,1670,NA,70,69,NA,0,-1,SJC,SAN,417,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1115,1107,1233,1219,PS,1672,NA,78,72,NA,14,8,SJC,SAN,417,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,835,835,938,930,PS,1674,NA,63,55,NA,8,0,SAN,LAS,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,2039,1945,2208,2108,PS,1679,NA,89,83,NA,60,54,LAS,SFO,414,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1710,1710,1825,1819,PS,1683,NA,75,69,NA,6,0,SAN,SJC,417,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,2113,2045,2234,2201,PS,1690,NA,81,76,NA,33,28,SFO,SAN,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,930,930,1023,1023,PS,1703,NA,53,53,NA,0,0,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,850,830,942,922,PS,1705,NA,52,52,NA,20,20,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1000,1000,1236,1221,PS,1705,NA,156,141,NA,15,0,LAX,SEA,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1048,1030,1148,1122,PS,1709,NA,60,52,NA,26,18,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1257,1200,1420,1312,PS,1714,NA,83,72,NA,68,57,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1302,1300,1416,1410,PS,1716,NA,74,70,NA,6,2,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1532,1455,1638,1600,PS,1721,NA,66,65,NA,38,37,BUR,SFO,326,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1354,1355,1453,1455,PS,1722,NA,59,60,NA,-2,-1,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1223,1210,1315,1301,PS,1724,NA,52,51,NA,14,13,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1056,1026,1216,1141,PS,1724,NA,80,75,NA,35,30,RNO,LAX,390,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1707,1650,1835,1813,PS,1725,NA,88,83,NA,22,17,SFO,EUG,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1351,1333,1536,1503,PS,1727,NA,105,90,NA,33,18,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1431,1430,1528,1527,PS,1737,NA,57,57,NA,1,1,LAX,SJC,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1432,1430,1530,1527,PS,1737,NA,58,57,NA,3,2,LAX,SJC,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1910,1900,2025,2008,PS,1741,NA,75,68,NA,17,10,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1136,1135,1233,1223,PS,1743,NA,57,48,NA,10,1,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,2201,2200,2310,2311,PS,1744,NA,69,71,NA,-1,1,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1321,1322,1428,1421,PS,1750,NA,67,59,NA,7,-1,MRY,LAX,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,2358,2355,55,55,PS,1751,NA,57,60,NA,0,3,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,631,630,737,736,PS,1753,NA,66,66,NA,1,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,2015,2015,2056,2052,PS,1755,NA,41,37,NA,4,0,SAN,LAX,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,1849,1850,2005,2003,PS,1758,NA,76,73,NA,2,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1656,1630,1806,1741,PS,1760,NA,70,71,NA,25,26,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1633,1630,1751,1741,PS,1760,NA,78,71,NA,10,3,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,2011,1905,2052,1939,PS,1762,NA,41,34,NA,73,66,LAX,SAN,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,942,930,1112,1049,PS,1763,NA,90,79,NA,23,12,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1340,1330,1418,1406,PS,1763,NA,38,36,NA,12,10,SEA,BLI,94,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,2038,2010,2123,2059,PS,1764,NA,45,49,NA,24,28,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,2023,2010,2120,2059,PS,1764,NA,57,49,NA,21,13,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1841,1830,1956,1938,PS,1764,NA,75,68,NA,18,11,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1127,1055,1252,1204,PS,1773,NA,85,69,NA,48,32,BUR,SFO,326,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1224,1225,1355,1345,PS,1783,NA,91,80,NA,10,-1,RNO,PDX,444,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,2212,2100,2337,2218,PS,1791,NA,85,78,NA,79,72,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1836,1835,2017,2011,PS,1796,NA,101,96,NA,6,1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,945,750,NA,820,PS,1800,NA,NA,30,NA,NA,115,BLI,SEA,94,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1987,10,6,2,1215,1158,1324,1306,PS,1800,NA,69,68,NA,18,17,LAX,PHX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1259,1300,1530,1522,PS,1802,NA,151,142,NA,8,-1,SEA,LAX,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1335,1200,1551,1417,PS,1805,NA,136,137,NA,94,95,LAX,SEA,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,1056,1055,1135,1133,PS,1805,NA,39,38,NA,2,1,SAN,LAX,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1230,1230,1330,1327,PS,1807,NA,60,57,NA,3,0,LAX,SJC,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,941,923,1049,1030,PS,1810,NA,68,67,NA,19,18,OAK,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1634,1630,1731,1726,PS,1821,NA,57,56,NA,5,4,LAX,SJC,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1206,1155,1305,1300,PS,1826,NA,59,65,NA,5,11,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1354,1354,1429,1430,PS,1827,NA,35,36,NA,-1,0,SAN,LAX,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1656,1655,1758,1755,PS,1838,NA,62,60,NA,3,1,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1807,1655,1926,1755,PS,1838,NA,79,60,NA,91,72,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1808,1800,1913,1903,PS,1839,NA,65,63,NA,10,8,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1120,1119,1215,1212,PS,1841,NA,55,53,NA,3,1,LAX,MRY,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,2022,2000,2143,2108,PS,1843,NA,81,68,NA,35,22,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1059,1100,1258,1255,PS,1854,NA,119,115,NA,3,-1,GEG,SFO,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1533,1510,1604,1546,PS,1854,NA,31,36,NA,18,23,LAX,SAN,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,600,600,745,732,PS,1856,NA,105,92,NA,13,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,757,757,1048,1042,PS,1856,NA,111,105,NA,6,0,SFO,PHX,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1321,1245,1530,1433,PS,1858,NA,129,108,NA,57,36,SFO,PHX,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1055,1055,1200,1201,PS,1859,NA,65,66,NA,-1,0,LAX,SMF,373,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1056,1040,1217,1155,PS,1864,NA,81,75,NA,22,16,SFO,LAS,414,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1113,1030,1237,1149,PS,1887,NA,84,79,NA,48,43,SNA,SFO,372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1604,1515,1823,1730,PS,1889,NA,139,135,NA,53,49,LAX,SEA,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,2242,2240,2348,2345,PS,1904,NA,66,65,NA,3,2,LAX,PHX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,559,600,717,720,PS,1906,NA,78,80,NA,-3,-1,EUG,SFO,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,801,800,915,914,PS,1906,NA,74,74,NA,1,1,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,655,655,819,808,PS,1908,NA,84,73,NA,11,0,OAK,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1300,1255,1407,1355,PS,1914,NA,67,60,NA,12,5,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,2016,2017,2124,2130,PS,1915,NA,68,73,NA,-6,-1,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,731,730,833,822,PS,1921,NA,62,52,NA,11,1,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1152,1133,1337,1313,PS,1923,NA,105,100,NA,24,19,SFO,YKM,625,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1322,1255,1504,1443,PS,1926,NA,102,108,NA,21,27,SEA,SFO,679,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,559,600,701,705,PS,1928,NA,62,65,NA,-4,-1,SCK,LAX,315,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,558,600,710,705,PS,1928,NA,72,65,NA,5,-2,SCK,LAX,315,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1306,1300,1415,1406,PS,1929,NA,69,66,NA,9,6,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1233,1230,1333,1321,PS,1931,NA,60,51,NA,12,3,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1616,1550,1816,1741,PS,1931,NA,120,111,NA,35,26,SFO,GEG,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,NA,1330,NA,1421,PS,1933,NA,NA,51,NA,NA,NA,LAS,LAX,236,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1245,1245,1410,1358,PS,1936,NA,85,73,NA,12,0,SFO,LGB,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1949,1950,2055,2103,PS,1937,NA,66,73,NA,-8,-1,LGB,SFO,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,2026,1950,2138,2105,PS,1937,NA,72,75,NA,33,36,LGB,SFO,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,942,940,1119,1052,PS,1939,NA,97,72,NA,27,2,LGB,SFO,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,949,940,1055,1052,PS,1939,NA,66,72,NA,3,9,LGB,SFO,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,730,730,851,842,PS,1942,NA,81,72,NA,9,0,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,637,635,752,754,PS,1947,NA,75,79,NA,-2,2,ONT,SFO,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,826,824,946,947,PS,1947,NA,80,83,NA,-1,2,SFO,RDM,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1000,1000,1048,1048,PS,1951,NA,48,48,NA,0,0,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,2129,2023,2304,2120,PS,1955,NA,155,117,NA,104,66,PHX,SFO,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1612,1610,1707,1659,PS,1956,NA,55,49,NA,8,2,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,2053,2040,2214,2152,PS,1968,NA,81,72,NA,22,13,SFO,LGB,354,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1715,1715,1804,1801,PS,1969,NA,49,46,NA,3,0,SFO,RNO,192,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1204,1205,1258,1258,PS,1975,NA,54,53,NA,0,-1,LAS,SAN,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1544,1517,1713,1635,PS,1990,NA,89,78,NA,38,27,SFO,SNA,372,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1448,1447,1618,1613,PS,1994,NA,90,86,NA,5,1,SEA,RNO,564,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,2000,1940,827,830,TW,2,NA,447,470,NA,-3,20,HNL,STL,4129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1257,1300,1525,1526,TW,19,NA,148,146,NA,-1,-3,SJU,MIA,1045,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1848,1838,1952,1955,TW,19,NA,124,137,NA,-3,10,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,2008,1846,2144,2008,TW,19,NA,156,142,NA,96,82,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,1852,1846,2034,2008,TW,19,NA,162,142,NA,26,6,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,859,859,930,928,TW,22,NA,31,29,NA,2,0,CVG,DAY,64,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,857,859,930,928,TW,22,NA,33,29,NA,2,-2,CVG,DAY,64,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,101,55,138,134,TW,23,NA,37,39,NA,4,6,SEA,PDX,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,2237,2240,2316,2320,TW,24,NA,39,40,NA,-4,-3,PDX,SEA,129,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1159,1155,1606,1544,TW,26,NA,187,169,NA,22,4,PHX,STL,1262,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,626,620,754,804,TW,29,NA,148,164,NA,-10,6,LGA,STL,887,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1748,1745,2012,2022,TW,37,NA,324,337,NA,-10,3,PHL,LAX,2401,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1848,1845,2126,2058,TW,39,NA,278,253,NA,28,3,STL,PDX,1708,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,909,910,1423,1437,TW,52,NA,194,207,NA,-14,-1,ONT,STL,1547,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1531,1524,1853,1843,TW,52,NA,142,139,NA,10,7,STL,LGA,887,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1812,1810,1949,1927,TW,54,NA,157,137,NA,22,2,MCO,STL,880,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1903,1849,2024,2005,TW,55,NA,141,136,NA,19,14,STL,COS,774,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1133,1133,1253,1237,TW,59,NA,200,184,NA,16,0,STL,PHX,1262,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1816,1800,2035,2035,TW,63,NA,319,335,NA,0,16,IAD,SFO,2419,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1350,1345,1925,1919,TW,70,NA,215,214,NA,6,5,LAX,STL,1593,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,851,850,959,1008,TW,73,NA,68,78,NA,-9,1,STL,TUL,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1242,1240,1344,1345,TW,75,NA,122,125,NA,-1,2,DCA,STL,719,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,2027,1955,2151,2121,TW,77,NA,144,146,NA,30,32,EWR,STL,872,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,2225,2220,19,15,TW,77,NA,234,235,NA,4,5,STL,SFO,1736,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1443,1442,1552,1558,TW,87,NA,69,76,NA,-6,1,STL,TUL,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,827,829,949,945,TW,91,NA,142,136,NA,4,-2,PHL,STL,813,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,838,839,930,934,TW,111,NA,52,55,NA,-4,-1,STL,MCI,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,653,645,1232,1215,TW,114,NA,219,210,NA,17,8,ONT,STL,1547,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1919,1918,2035,2043,TW,118,NA,76,85,NA,-8,1,CMH,LGA,478,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1639,1635,1851,1850,TW,118,NA,72,75,NA,1,4,STL,CMH,410,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,841,840,1406,1412,TW,122,NA,205,212,NA,-6,1,LAX,STL,1593,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,905,905,1046,1017,TW,123,NA,161,132,NA,29,0,BWI,STL,737,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1432,1430,1936,1924,TW,132,NA,184,174,NA,12,2,TUS,STL,1245,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1429,1430,1944,1924,TW,132,NA,195,174,NA,20,-1,TUS,STL,1245,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1905,1835,2017,1947,TW,133,NA,192,192,NA,30,30,STL,PHX,1262,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1324,1322,1650,1645,TW,136,NA,146,143,NA,5,2,STL,EWR,872,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1330,1322,1709,1644,TW,136,NA,159,142,NA,25,8,STL,EWR,872,NA,NA,0,NA,0,NA,NA,NA,NA,NA
